data = {
numObjects = 54;
types = {
{ --player_start
baseType = 0;
baseId = 0;
posX = -70;
posY = -0.25;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --star_pickup_1
baseType = 0;
baseId = 1;
posX = -86.68632447;
posY = 23.47348728;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --star_pickup_2
baseType = 0;
baseId = 1;
posX = 6.297947441;
posY = -4.913309007;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --star_pickup_3
baseType = 0;
baseId = 1;
posX = 93.6721141;
posY = 16.64160087;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --star_pickup_4
baseType = 0;
baseId = 1;
posX = 37.89051816;
posY = -30.22323439;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --star_pickup_5
baseType = 0;
baseId = 1;
posX = -18.51317737;
posY = -66.92710978;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --star_pickup_6
baseType = 0;
baseId = 1;
posX = -53.76548707;
posY = -52.20408632;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --star_pickup_7
baseType = 0;
baseId = 1;
posX = -22.07315779;
posY = 25.31755319;
posZ = 0;
rotX = 0;
rotY = 180;
rotZ = 0;
}
,{ --sprite_light_10
baseType = 2;
baseId = 7000;
posX = -3.75;
posY = -76.5625;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_11
baseType = 2;
baseId = 7000;
posX = -3.75;
posY = -76.5625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_12
baseType = 2;
baseId = 7000;
posX = 1.25;
posY = -76.5625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_1
baseType = 2;
baseId = 10000;
posX = -72.5;
posY = 2.352222919;
posZ = -5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_2
baseType = 2;
baseId = 10000;
posX = -67.5;
posY = 2.352222919;
posZ = -5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_3
baseType = 2;
baseId = 10000;
posX = -67.5;
posY = 2.352222919;
posZ = 5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_4
baseType = 2;
baseId = 10000;
posX = -72.5;
posY = 2.352222919;
posZ = 5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_5
baseType = 2;
baseId = 10000;
posX = 10;
posY = -11.39777708;
posZ = -5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_6
baseType = 2;
baseId = 10000;
posX = 10;
posY = -11.39777708;
posZ = 5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_7
baseType = 2;
baseId = 10000;
posX = -50;
posY = -52.8125;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_8
baseType = 2;
baseId = 10000;
posX = -50;
posY = -52.8125;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_9
baseType = 2;
baseId = 10000;
posX = -45;
posY = -52.8125;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_13
baseType = 2;
baseId = 10000;
posX = 42.5;
posY = -44.0625;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_14
baseType = 2;
baseId = 10000;
posX = 42.5;
posY = -44.0625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_15
baseType = 2;
baseId = 10000;
posX = 47.5;
posY = -44.0625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_16
baseType = 2;
baseId = 10000;
posX = 77.5;
posY = 0.9375;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_17
baseType = 2;
baseId = 10000;
posX = 77.5;
posY = 0.9375;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_18
baseType = 2;
baseId = 10000;
posX = 82.5;
posY = 0.9375;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_19
baseType = 2;
baseId = 10000;
posX = -57.5;
posY = 2.1875;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_20
baseType = 2;
baseId = 10000;
posX = -50;
posY = -24.0625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_21
baseType = 2;
baseId = 10000;
posX = 20;
posY = 39.6875;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_22
baseType = 2;
baseId = 10000;
posX = 43.75;
posY = 13.4375;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_23
baseType = 2;
baseId = 10000;
posX = 61.25;
posY = -14.0625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --loop_bubbles1_1
baseType = 3;
baseId = 7000;
posX = -26.7738817;
posY = -76.72515354;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_bubbles1_2
baseType = 3;
baseId = 7000;
posX = -2.702125943;
posY = -78.68752493;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_bubbles1_3
baseType = 3;
baseId = 7000;
posX = 20.97715554;
posY = -76.2018545;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_fireflies1_1
baseType = 3;
baseId = 7000;
posX = 30.75830206;
posY = -40.90467357;
posZ = 0;
rotY = 0;
emitterResId = 650;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_fireflies1_2
baseType = 3;
baseId = 7000;
posX = 64.91637431;
posY = -32.01962587;
posZ = 0;
rotY = 0;
emitterResId = 650;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_fireflies1_3
baseType = 3;
baseId = 7000;
posX = 64.91637431;
posY = -10.69551141;
posZ = 0;
rotY = 0;
emitterResId = 650;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --sound_ambient_1
baseType = 4;
baseId = -1;
posX = 0;
posY = 0;
posZ = 0;
rotY = 0;
soundResId = 1004;
soundType = 0;
soundTime = 1;
x = 0;
y = 0;
z = 0;
pitch = 1;
gain = 1;
rel = 1;
loop = 1;
areaType = 0;
w = 200;
h = 125;
d = 1;
r = 1;
}
,{ --sound_ambient_2
baseType = 4;
baseId = -1;
posX = 0;
posY = -75;
posZ = 0;
rotY = 0;
soundResId = 1007;
soundType = 0;
soundTime = 1;
x = 0;
y = 0;
z = 0;
pitch = 1;
gain = 1;
rel = 1;
loop = 1;
areaType = 0;
w = 100;
h = 25;
d = 1;
r = 1;
}
,{ --obstacle_h_1
baseType = 6;
baseId = 5000;
posX = -2.5;
posY = -41.25;
posZ = 0;
spawnType = 0;
rotType = 5;
rotMotorSpeed = 0.5;
rotPauseTime = 1.5;
}
,{ --port_home_1
baseType = 8;
baseId = 2000;
posX = -70;
posY = -1.25;
posZ = 0;
portType = 1;
w = 10;
h = 2.5;
num = 1;
size = 2;
}
,{ --port_fuel_1
baseType = 8;
baseId = 3000;
posX = 10;
posY = -15;
posZ = 0;
portType = 2;
w = 5;
h = 2.5;
num = 1;
size = 0;
}
,{ --port_taxistop_1
baseType = 8;
baseId = 4000;
posX = -57.5;
posY = -1.25;
posZ = 0;
portType = 0;
w = 5;
h = 2.5;
num = 1;
size = 0;
}
,{ --port_taxistop_2
baseType = 8;
baseId = 4001;
posX = -50;
posY = -27.5;
posZ = 0;
portType = 0;
w = 5;
h = 2.5;
num = 2;
size = 0;
}
,{ --port_taxistop_3
baseType = 8;
baseId = 4002;
posX = -47.5;
posY = -56.25;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 3;
size = 1;
}
,{ --port_taxistop_4
baseType = 8;
baseId = 4003;
posX = -1.25;
posY = -80;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 4;
size = 1;
}
,{ --port_taxistop_5
baseType = 8;
baseId = 4004;
posX = 45;
posY = -47.5;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 5;
size = 1;
}
,{ --port_taxistop_6
baseType = 8;
baseId = 4005;
posX = 61.25;
posY = -17.5;
posZ = 0;
portType = 0;
w = 5;
h = 2.5;
num = 6;
size = 0;
}
,{ --port_taxistop_7
baseType = 8;
baseId = 4006;
posX = 80;
posY = -2.5;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 7;
size = 1;
}
,{ --port_taxistop_8
baseType = 8;
baseId = 4007;
posX = 43.75;
posY = 10;
posZ = 0;
portType = 0;
w = 5;
h = 2.5;
num = 8;
size = 0;
}
,{ --port_taxistop_9
baseType = 8;
baseId = 4008;
posX = 20;
posY = 36.25;
posZ = 0;
portType = 0;
w = 5;
h = 2.5;
num = 9;
size = 0;
}
,{ --atmosphere_air_1
baseType = 9;
baseId = 1000;
posX = 0;
posY = 0;
posZ = 0;
gravityType = 0;
w = 200;
h = 125;
}
,{ --atmosphere_water_1
baseType = 9;
baseId = 1001;
posX = 0;
posY = -75;
posZ = 0;
gravityType = 2;
w = 100;
h = 25;
}
,{ --water_grid_1
baseType = 11;
baseId = 1000;
posX = -5;
posY = -62.5;
posZ = -0.1390299618;
w = 140;
d = 60;
widthPoints = 40;
depthPoints = 10;
sinAngle = 170;
waveUpdateTime = 0.05000000075;
}
};
}
