data = {
numObjects = 54;
types = {
{ --player_start
baseType = 0;
baseId = 0;
posX = 22.5;
posY = 28.5;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --star_pickup_1
baseType = 0;
baseId = 1;
posX = 61.94586233;
posY = 50.88222826;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --star_pickup_2
baseType = 0;
baseId = 1;
posX = 53.14904542;
posY = 37.8818606;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --star_pickup_3
baseType = 0;
baseId = 1;
posX = -14.20721138;
posY = 12.71162218;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --star_pickup_4
baseType = 0;
baseId = 1;
posX = 13.63948863;
posY = 12.14906259;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --star_pickup_5
baseType = 0;
baseId = 1;
posX = 35.01675327;
posY = -27.23010913;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --star_pickup_6
baseType = 0;
baseId = 1;
posX = -39.29870879;
posY = -28.87425652;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --star_pickup_7
baseType = 0;
baseId = 1;
posX = 7.596876629;
posY = 68.43871716;
posZ = 0;
rotX = 0;
rotY = 0;
rotZ = 0;
}
,{ --sprite_light_5
baseType = 2;
baseId = 7000;
posX = 15;
posY = -6.397777081;
posZ = -5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_6
baseType = 2;
baseId = 7000;
posX = 20;
posY = -6.397777081;
posZ = -5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_7
baseType = 2;
baseId = 7000;
posX = 20;
posY = -6.397777081;
posZ = 5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_8
baseType = 2;
baseId = 7000;
posX = 15;
posY = -6.397777081;
posZ = 5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_15
baseType = 2;
baseId = 7000;
posX = -22.5;
posY = -9.0625;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_16
baseType = 2;
baseId = 7000;
posX = -22.5;
posY = -9.0625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_17
baseType = 2;
baseId = 7000;
posX = -17.5;
posY = -9.0625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_18
baseType = 2;
baseId = 7000;
posX = -15;
posY = -25.3125;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_19
baseType = 2;
baseId = 7000;
posX = -15;
posY = -25.3125;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_20
baseType = 2;
baseId = 7000;
posX = -10;
posY = -25.3125;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_21
baseType = 2;
baseId = 7000;
posX = 10;
posY = -25.3125;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_22
baseType = 2;
baseId = 7000;
posX = 10;
posY = -25.3125;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_23
baseType = 2;
baseId = 7000;
posX = 15;
posY = -25.3125;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_24
baseType = 2;
baseId = 7000;
posX = -50;
posY = -16.5625;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_1
baseType = 2;
baseId = 10000;
posX = 20;
posY = 31.10222292;
posZ = -5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_2
baseType = 2;
baseId = 10000;
posX = 25;
posY = 31.10222292;
posZ = -5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_3
baseType = 2;
baseId = 10000;
posX = 25;
posY = 31.10222292;
posZ = 5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_4
baseType = 2;
baseId = 10000;
posX = 20;
posY = 31.10222292;
posZ = 5.092885017;
rotY = 0;
spriteResId = 30;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_9
baseType = 2;
baseId = 10000;
posX = -15;
posY = 39.6875;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_10
baseType = 2;
baseId = 10000;
posX = -15;
posY = 39.6875;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_11
baseType = 2;
baseId = 10000;
posX = -10;
posY = 39.6875;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_12
baseType = 2;
baseId = 10000;
posX = 40;
posY = 38.4375;
posZ = -5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_13
baseType = 2;
baseId = 10000;
posX = 40;
posY = 38.4375;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --sprite_light_14
baseType = 2;
baseId = 10000;
posX = 45;
posY = 38.4375;
posZ = 5;
rotY = 0;
spriteResId = 31;
spriteType = 0;
w = 3;
h = 3;
d = 0;
r = 255;
g = 255;
b = 255;
a = 255;
}
,{ --loop_bubbles1_1
baseType = 3;
baseId = 7000;
posX = -38.6206236;
posY = -32.2990893;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_bubbles1_2
baseType = 3;
baseId = 7000;
posX = -22.91556183;
posY = -27.55793858;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_bubbles1_3
baseType = 3;
baseId = 7000;
posX = -1.777931521;
posY = -29.03954818;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_bubbles1_4
baseType = 3;
baseId = 7000;
posX = 15.90260972;
posY = -27.36039063;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --loop_bubbles1_5
baseType = 3;
baseId = 7000;
posX = 32.79295917;
posY = -29.73096599;
posZ = 0;
rotY = 0;
emitterResId = 600;
state = 0;
timeOn = -1;
timeOff = -1;
}
,{ --sound_ambient_1
baseType = 4;
baseId = -1;
posX = 0;
posY = 53.75;
posZ = 0;
rotY = 0;
soundResId = 1003;
soundType = 0;
soundTime = 1;
x = 0;
y = 0;
z = 0;
pitch = 1;
gain = 1;
rel = 1;
loop = 1;
areaType = 0;
w = 150;
h = 100;
d = 1;
r = 1;
}
,{ --sound_ambient_2
baseType = 4;
baseId = -1;
posX = 0;
posY = -21.25;
posZ = 0;
rotY = 0;
soundResId = 1007;
soundType = 0;
soundTime = 1;
x = 0;
y = 0;
z = 0;
pitch = 1;
gain = 1;
rel = 1;
loop = 1;
areaType = 0;
w = 150;
h = 50;
d = 1;
r = 1;
}
,{ --enemy_sentry_1
baseType = 5;
baseId = 6000;
posX = -0.2560994563;
posY = 13.29152508;
posZ = 0;
spawnType = 1;
w = 30;
h = 1;
moveDir = 0;
startPoint = 2;
moveSpeed = 5;
rotateSpeed = 5;
respawn = 0;
respawnTime = 5;
}
,{ --enemy_sentry_2
baseType = 5;
baseId = 6000;
posX = -9.857902009;
posY = -7.274601848;
posZ = 0;
spawnType = 1;
w = 50;
h = 1;
moveDir = 0;
startPoint = 1;
moveSpeed = 5;
rotateSpeed = 5;
respawn = 0;
respawnTime = 5;
}
,{ --enemy_fish_1
baseType = 5;
baseId = 6000;
posX = -25.3061147;
posY = -24.10880304;
posZ = 0;
spawnType = 0;
w = 20;
h = 4;
moveDir = 0;
startPoint = 1;
moveSpeed = 5;
rotateSpeed = 5;
respawn = 0;
respawnTime = 5;
}
,{ --enemy_fish_2
baseType = 5;
baseId = 6000;
posX = 7.146946863;
posY = -24.10880304;
posZ = 0;
spawnType = 0;
w = 20;
h = 4.000299931;
moveDir = 0;
startPoint = 1;
moveSpeed = 5;
rotateSpeed = 5;
respawn = 0;
respawnTime = 5;
}
,{ --port_home_1
baseType = 8;
baseId = 2000;
posX = 22.5;
posY = 27.5;
posZ = 0;
portType = 1;
w = 10;
h = 2.5;
num = 1;
size = 2;
}
,{ --port_fuel_1
baseType = 8;
baseId = 3000;
posX = 17.5;
posY = -10;
posZ = 0;
portType = 2;
w = 10;
h = 2.5;
num = 1;
size = 1;
}
,{ --port_taxistop_1
baseType = 8;
baseId = 4000;
posX = -12.5;
posY = 36.25;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 1;
size = 1;
}
,{ --port_taxistop_2
baseType = 8;
baseId = 4001;
posX = 42.5;
posY = 35;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 2;
size = 1;
}
,{ --port_taxistop_3
baseType = 8;
baseId = 4002;
posX = -20;
posY = -12.5;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 3;
size = 1;
}
,{ --port_taxistop_4
baseType = 8;
baseId = 4003;
posX = -50;
posY = -20;
posZ = 0;
portType = 0;
w = 5;
h = 2.5;
num = 4;
size = 0;
}
,{ --port_taxistop_5
baseType = 8;
baseId = 4004;
posX = -12.5;
posY = -28.75;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 5;
size = 1;
}
,{ --port_taxistop_6
baseType = 8;
baseId = 4005;
posX = 12.5;
posY = -28.75;
posZ = 0;
portType = 0;
w = 10;
h = 2.5;
num = 6;
size = 1;
}
,{ --atmosphere_air_1
baseType = 9;
baseId = 1000;
posX = 10;
posY = 43.75;
posZ = 0;
gravityType = 0;
w = 200;
h = 80;
}
,{ --atmosphere_water_1
baseType = 9;
baseId = 1001;
posX = -9.375;
posY = -21.25;
posZ = 0;
gravityType = 2;
w = 100;
h = 50;
}
,{ --water_grid_1
